id	scatter_idx	chrom	start	end	scatter_length
NC_048565.1	scat_0039	NC_048565.1	45491891	46689045	1197155
NC_048565.1	scat_0040	NC_048565.1	46689046	47886200	1197155
NC_048565.1	scat_0041	NC_048565.1	47886201	49083355	1197155
NC_048565.1	scat_0042	NC_048565.1	49083356	50280510	1197155
NC_048565.1	scat_0043	NC_048565.1	50280511	51477665	1197155
NC_048565.1	scat_0044	NC_048565.1	51477666	52674820	1197155
NC_048565.1	scat_0045	NC_048565.1	52674821	53871975	1197155
NC_048565.1	scat_0046	NC_048565.1	53871976	55069130	1197155
NC_048565.1	scat_0047	NC_048565.1	55069131	56266285	1197155
NC_048565.1	scat_0048	NC_048565.1	56266286	57463440	1197155
NC_048565.1	scat_0049	NC_048565.1	57463441	58660595	1197155
NC_048565.1	scat_0050	NC_048565.1	58660596	59857750	1197155
NC_048565.1	scat_0051	NC_048565.1	59857751	61054905	1197155
NC_048565.1	scat_0052	NC_048565.1	61054906	62252060	1197155
NC_048565.1	scat_0053	NC_048565.1	62252061	63449215	1197155
NC_048565.1	scat_0054	NC_048565.1	63449216	64646370	1197155
NC_048565.1	scat_0055	NC_048565.1	64646371	65843525	1197155
NC_048565.1	scat_0056	NC_048565.1	65843526	67040680	1197155
NC_048565.1	scat_0057	NC_048565.1	67040681	68237835	1197155
NC_048565.1	scat_0058	NC_048565.1	68237836	69434990	1197155
NC_048565.1	scat_0059	NC_048565.1	69434991	70632145	1197155
NC_048565.1	scat_0060	NC_048565.1	70632146	71829300	1197155
NC_048565.1	scat_0061	NC_048565.1	71829301	73026455	1197155
NC_048565.1	scat_0062	NC_048565.1	73026456	74223610	1197155
NC_048565.1	scat_0063	NC_048565.1	74223611	75420765	1197155
NC_048565.1	scat_0064	NC_048565.1	75420766	76617920	1197155
NC_048565.1	scat_0065	NC_048565.1	76617921	77815075	1197155
NC_048565.1	scat_0066	NC_048565.1	77815076	79012230	1197155
NC_048565.1	scat_0067	NC_048565.1	79012231	80209385	1197155
NC_048565.1	scat_0068	NC_048565.1	80209386	81406540	1197155
NC_048565.1	scat_0069	NC_048565.1	81406541	82603695	1197155
NC_048565.1	scat_0070	NC_048565.1	82603696	83800850	1197155
NC_048565.1	scat_0071	NC_048565.1	83800851	84998005	1197155
NC_048565.1	scat_0072	NC_048565.1	84998006	86195160	1197155
NC_048565.1	scat_0073	NC_048565.1	86195161	87392315	1197155
NC_048565.1	scat_0074	NC_048565.1	87392316	88589470	1197155
NC_048565.1	scat_0075	NC_048565.1	88589471	89786625	1197155
NC_048565.1	scat_0076	NC_048565.1	89786626	90983780	1197155
NC_048565.1	scat_0077	NC_048565.1	90983781	92180935	1197155
NC_048565.1	scat_0078	NC_048565.1	92180936	93378090	1197155
NC_048565.1	scat_0079	NC_048565.1	93378091	94575245	1197155
NC_048565.1	scat_0080	NC_048565.1	94575246	95772356	1197111
NC_048566.1	scat_0001	NC_048566.1	1	1193183	1193183
NC_048566.1	scat_0002	NC_048566.1	1193184	2386366	1193183
NC_048566.1	scat_0003	NC_048566.1	2386367	3579549	1193183
NC_048566.1	scat_0004	NC_048566.1	3579550	4772732	1193183
NC_048566.1	scat_0005	NC_048566.1	4772733	5965915	1193183
NC_048566.1	scat_0006	NC_048566.1	5965916	7159098	1193183
NC_048566.1	scat_0007	NC_048566.1	7159099	8352281	1193183
NC_048566.1	scat_0008	NC_048566.1	8352282	9545464	1193183
NC_048566.1	scat_0009	NC_048566.1	9545465	10738647	1193183
NC_048566.1	scat_0010	NC_048566.1	10738648	11931830	1193183
NC_048566.1	scat_0011	NC_048566.1	11931831	13125013	1193183
NC_048566.1	scat_0012	NC_048566.1	13125014	14318196	1193183
NC_048566.1	scat_0013	NC_048566.1	14318197	15511379	1193183
NC_048566.1	scat_0014	NC_048566.1	15511380	16704562	1193183
NC_048566.1	scat_0015	NC_048566.1	16704563	17897745	1193183
NC_048566.1	scat_0016	NC_048566.1	17897746	19090928	1193183
NC_048566.1	scat_0017	NC_048566.1	19090929	20284111	1193183
NC_048566.1	scat_0018	NC_048566.1	20284112	21477294	1193183
NC_048566.1	scat_0019	NC_048566.1	21477295	22670477	1193183
NC_048566.1	scat_0020	NC_048566.1	22670478	23863660	1193183
NC_048566.1	scat_0021	NC_048566.1	23863661	25056843	1193183
NC_048566.1	scat_0022	NC_048566.1	25056844	26250026	1193183
NC_048566.1	scat_0023	NC_048566.1	26250027	27443209	1193183
NC_048566.1	scat_0024	NC_048566.1	27443210	28636392	1193183
NC_048566.1	scat_0025	NC_048566.1	28636393	29829575	1193183
NC_048566.1	scat_0026	NC_048566.1	29829576	31022758	1193183
NC_048566.1	scat_0027	NC_048566.1	31022759	32215941	1193183
NC_048566.1	scat_0028	NC_048566.1	32215942	33409124	1193183
NC_048566.1	scat_0029	NC_048566.1	33409125	34602307	1193183
NC_048566.1	scat_0030	NC_048566.1	34602308	35795490	1193183
NC_048566.1	scat_0031	NC_048566.1	35795491	36988673	1193183
NC_048566.1	scat_0032	NC_048566.1	36988674	38181856	1193183
NC_048566.1	scat_0033	NC_048566.1	38181857	39375039	1193183
NC_048566.1	scat_0034	NC_048566.1	39375040	40568222	1193183
NC_048566.1	scat_0035	NC_048566.1	40568223	41761405	1193183
NC_048566.1	scat_0036	NC_048566.1	41761406	42954588	1193183
NC_048566.1	scat_0037	NC_048566.1	42954589	44147771	1193183
NC_048566.1	scat_0038	NC_048566.1	44147772	45340954	1193183
NC_048566.1	scat_0039	NC_048566.1	45340955	46534137	1193183
NC_048566.1	scat_0040	NC_048566.1	46534138	47727320	1193183
NC_048566.1	scat_0041	NC_048566.1	47727321	48920503	1193183
NC_048566.1	scat_0042	NC_048566.1	48920504	50113686	1193183
NC_048566.1	scat_0043	NC_048566.1	50113687	51306869	1193183
NC_048566.1	scat_0044	NC_048566.1	51306870	52500052	1193183
NC_048566.1	scat_0045	NC_048566.1	52500053	53693235	1193183
NC_048566.1	scat_0046	NC_048566.1	53693236	54886418	1193183
NC_048566.1	scat_0047	NC_048566.1	54886419	56079601	1193183
NC_048566.1	scat_0048	NC_048566.1	56079602	57272784	1193183
NC_048566.1	scat_0049	NC_048566.1	57272785	58465967	1193183
NC_048566.1	scat_0050	NC_048566.1	58465968	59659150	1193183
NC_048566.1	scat_0051	NC_048566.1	59659151	60852333	1193183
NC_048566.1	scat_0052	NC_048566.1	60852334	62045516	1193183
NC_048566.1	scat_0053	NC_048566.1	62045517	63238699	1193183
NC_048566.1	scat_0054	NC_048566.1	63238700	64431882	1193183
NC_048566.1	scat_0055	NC_048566.1	64431883	65625065	1193183
NC_048566.1	scat_0056	NC_048566.1	65625066	66818248	1193183
NC_048566.1	scat_0057	NC_048566.1	66818249	68011431	1193183
NC_048566.1	scat_0058	NC_048566.1	68011432	69204614	1193183
NC_048566.1	scat_0059	NC_048566.1	69204615	70397797	1193183
NC_048566.1	scat_0060	NC_048566.1	70397798	71590980	1193183
NC_048566.1	scat_0061	NC_048566.1	71590981	72784163	1193183
NC_048566.1	scat_0062	NC_048566.1	72784164	73977346	1193183
NC_048566.1	scat_0063	NC_048566.1	73977347	75170529	1193183
NC_048566.1	scat_0064	NC_048566.1	75170530	76363712	1193183
NC_048566.1	scat_0065	NC_048566.1	76363713	77556895	1193183
NC_048566.1	scat_0066	NC_048566.1	77556896	78750078	1193183
NC_048566.1	scat_0067	NC_048566.1	78750079	79943261	1193183
NC_048566.1	scat_0068	NC_048566.1	79943262	81136444	1193183
NC_048566.1	scat_0069	NC_048566.1	81136445	82329627	1193183
NC_048566.1	scat_0070	NC_048566.1	82329628	83522810	1193183
NC_048566.1	scat_0071	NC_048566.1	83522811	84715993	1193183
NC_048566.1	scat_0072	NC_048566.1	84715994	85909176	1193183
NC_048566.1	scat_0073	NC_048566.1	85909177	87102359	1193183
NC_048566.1	scat_0074	NC_048566.1	87102360	88295542	1193183
NC_048566.1	scat_0075	NC_048566.1	88295543	89488725	1193183
NC_048566.1	scat_0076	NC_048566.1	89488726	90681908	1193183
NC_048566.1	scat_0077	NC_048566.1	90681909	91875091	1193183
NC_048566.1	scat_0078	NC_048566.1	91875092	93068274	1193183
NC_048566.1	scat_0079	NC_048566.1	93068275	94261457	1193183
NC_048566.1	scat_0080	NC_048566.1	94261458	95454640	1193183
NC_048566.1	scat_0081	NC_048566.1	95454641	96647823	1193183
NC_048566.1	scat_0082	NC_048566.1	96647824	97841006	1193183
NC_048566.1	scat_0083	NC_048566.1	97841007	99034189	1193183
NC_048566.1	scat_0084	NC_048566.1	99034190	100227372	1193183
NC_048566.1	scat_0085	NC_048566.1	100227373	101420555	1193183
NC_048566.1	scat_0086	NC_048566.1	101420556	102613738	1193183
NC_048566.1	scat_0087	NC_048566.1	102613739	103806877	1193139
NC_048567.1	scat_0001	NC_048567.1	1	1184876	1184876
NC_048567.1	scat_0002	NC_048567.1	1184877	2369752	1184876
NC_048567.1	scat_0003	NC_048567.1	2369753	3554628	1184876
NC_048567.1	scat_0004	NC_048567.1	3554629	4739504	1184876
NC_048567.1	scat_0005	NC_048567.1	4739505	5924380	1184876
NC_048567.1	scat_0006	NC_048567.1	5924381	7109256	1184876
NC_048567.1	scat_0007	NC_048567.1	7109257	8294132	1184876
NC_048567.1	scat_0008	NC_048567.1	8294133	9479008	1184876
NC_048567.1	scat_0009	NC_048567.1	9479009	10663884	1184876
NC_048567.1	scat_0010	NC_048567.1	10663885	11848760	1184876
NC_048567.1	scat_0011	NC_048567.1	11848761	13033636	1184876
NC_048567.1	scat_0012	NC_048567.1	13033637	14218512	1184876
NC_048567.1	scat_0013	NC_048567.1	14218513	15403388	1184876
NC_048567.1	scat_0014	NC_048567.1	15403389	16588264	1184876
NC_048567.1	scat_0015	NC_048567.1	16588265	17773140	1184876
NC_048567.1	scat_0016	NC_048567.1	17773141	18958016	1184876
NC_048567.1	scat_0017	NC_048567.1	18958017	20142892	1184876
NC_048567.1	scat_0018	NC_048567.1	20142893	21327768	1184876
NC_048567.1	scat_0019	NC_048567.1	21327769	22512644	1184876
NC_048567.1	scat_0020	NC_048567.1	22512645	23697520	1184876
NC_048567.1	scat_0021	NC_048567.1	23697521	24882396	1184876
NC_048567.1	scat_0022	NC_048567.1	24882397	26067272	1184876
NC_048567.1	scat_0023	NC_048567.1	26067273	27252148	1184876
NC_048567.1	scat_0024	NC_048567.1	27252149	28437024	1184876
NC_048567.1	scat_0025	NC_048567.1	28437025	29621900	1184876
NC_048567.1	scat_0026	NC_048567.1	29621901	30806776	1184876
NC_048567.1	scat_0027	NC_048567.1	30806777	31991652	1184876
NC_048567.1	scat_0028	NC_048567.1	31991653	33176528	1184876
NC_048567.1	scat_0029	NC_048567.1	33176529	34361404	1184876
NC_048567.1	scat_0030	NC_048567.1	34361405	35546280	1184876
NC_048567.1	scat_0031	NC_048567.1	35546281	36731156	1184876
NC_048567.1	scat_0032	NC_048567.1	36731157	37916032	1184876
NC_048567.1	scat_0033	NC_048567.1	37916033	39100908	1184876
NC_048567.1	scat_0034	NC_048567.1	39100909	40285784	1184876
NC_048567.1	scat_0035	NC_048567.1	40285785	41470660	1184876
NC_048567.1	scat_0036	NC_048567.1	41470661	42655536	1184876
NC_048567.1	scat_0037	NC_048567.1	42655537	43840412	1184876
NC_048567.1	scat_0038	NC_048567.1	43840413	45025288	1184876
NC_048567.1	scat_0039	NC_048567.1	45025289	46210164	1184876
NC_048567.1	scat_0040	NC_048567.1	46210165	47395040	1184876
NC_048567.1	scat_0041	NC_048567.1	47395041	48579916	1184876
NC_048567.1	scat_0042	NC_048567.1	48579917	49764792	1184876
NC_048567.1	scat_0043	NC_048567.1	49764793	50949668	1184876
NC_048567.1	scat_0044	NC_048567.1	50949669	52134544	1184876
NC_048567.1	scat_0045	NC_048567.1	52134545	53319420	1184876
NC_048567.1	scat_0046	NC_048567.1	53319421	54504296	1184876
NC_048567.1	scat_0047	NC_048567.1	54504297	55689172	1184876
NC_048567.1	scat_0048	NC_048567.1	55689173	56874048	1184876
NC_048567.1	scat_0049	NC_048567.1	56874049	58058924	1184876
NC_048567.1	scat_0050	NC_048567.1	58058925	59243800	1184876
NC_048567.1	scat_0051	NC_048567.1	59243801	60428676	1184876
NC_048567.1	scat_0052	NC_048567.1	60428677	61613552	1184876
NC_048567.1	scat_0053	NC_048567.1	61613553	62798428	1184876
NC_048567.1	scat_0054	NC_048567.1	62798429	63983304	1184876
NC_048567.1	scat_0055	NC_048567.1	63983305	65168180	1184876
NC_048567.1	scat_0056	NC_048567.1	65168181	66353056	1184876
NC_048567.1	scat_0057	NC_048567.1	66353057	67537932	1184876
NC_048567.1	scat_0058	NC_048567.1	67537933	68722808	1184876
NC_048567.1	scat_0059	NC_048567.1	68722809	69907684	1184876
NC_048567.1	scat_0060	NC_048567.1	69907685	71092560	1184876
NC_048567.1	scat_0061	NC_048567.1	71092561	72277436	1184876
NC_048567.1	scat_0062	NC_048567.1	72277437	73462312	1184876
NC_048567.1	scat_0063	NC_048567.1	73462313	74647188	1184876
NC_048567.1	scat_0064	NC_048567.1	74647189	75832064	1184876
NC_048567.1	scat_0065	NC_048567.1	75832065	77016940	1184876
NC_048567.1	scat_0066	NC_048567.1	77016941	78201816	1184876
NC_048567.1	scat_0067	NC_048567.1	78201817	79386692	1184876
NC_048567.1	scat_0068	NC_048567.1	79386693	80571568	1184876
NC_048567.1	scat_0069	NC_048567.1	80571569	81756444	1184876
NC_048567.1	scat_0070	NC_048567.1	81756445	82941320	1184876
NC_048567.1	scat_0071	NC_048567.1	82941321	84126196	1184876
NC_048567.1	scat_0072	NC_048567.1	84126197	85311031	1184835
NC_048568.1	scat_0001	NC_048568.1	1	1171033	1171033
NC_048568.1	scat_0002	NC_048568.1	1171034	2342066	1171033
NC_048568.1	scat_0003	NC_048568.1	2342067	3513099	1171033
NC_048568.1	scat_0004	NC_048568.1	3513100	4684132	1171033
NC_048568.1	scat_0005	NC_048568.1	4684133	5855165	1171033
NC_048568.1	scat_0006	NC_048568.1	5855166	7026198	1171033
NC_048568.1	scat_0007	NC_048568.1	7026199	8197231	1171033
NC_048568.1	scat_0008	NC_048568.1	8197232	9368264	1171033
NC_048568.1	scat_0009	NC_048568.1	9368265	10539297	1171033
NC_048568.1	scat_0010	NC_048568.1	10539298	11710330	1171033
NC_048568.1	scat_0011	NC_048568.1	11710331	12881363	1171033
NC_048568.1	scat_0012	NC_048568.1	12881364	14052396	1171033
NC_048568.1	scat_0013	NC_048568.1	14052397	15223429	1171033
NC_048568.1	scat_0014	NC_048568.1	15223430	16394462	1171033
NC_048568.1	scat_0015	NC_048568.1	16394463	17565495	1171033
NC_048568.1	scat_0016	NC_048568.1	17565496	18736528	1171033
NC_048568.1	scat_0017	NC_048568.1	18736529	19907561	1171033
NC_048568.1	scat_0018	NC_048568.1	19907562	21078594	1171033
NC_048568.1	scat_0019	NC_048568.1	21078595	22249627	1171033
NC_048568.1	scat_0020	NC_048568.1	22249628	23420660	1171033
NC_048568.1	scat_0021	NC_048568.1	23420661	24591693	1171033
NC_048568.1	scat_0022	NC_048568.1	24591694	25762726	1171033
NC_048568.1	scat_0023	NC_048568.1	25762727	26933759	1171033
NC_048568.1	scat_0024	NC_048568.1	26933760	28104792	1171033
NC_048568.1	scat_0025	NC_048568.1	28104793	29275825	1171033
NC_048568.1	scat_0026	NC_048568.1	29275826	30446858	1171033
NC_048568.1	scat_0027	NC_048568.1	30446859	31617891	1171033
NC_048568.1	scat_0028	NC_048568.1	31617892	32788924	1171033
NC_048568.1	scat_0029	NC_048568.1	32788925	33959957	1171033
NC_048568.1	scat_0030	NC_048568.1	33959958	35130990	1171033
NC_048568.1	scat_0031	NC_048568.1	35130991	36302023	1171033
NC_048568.1	scat_0032	NC_048568.1	36302024	37473056	1171033
NC_048568.1	scat_0033	NC_048568.1	37473057	38644089	1171033
NC_048568.1	scat_0034	NC_048568.1	38644090	39815122	1171033
NC_048568.1	scat_0035	NC_048568.1	39815123	40986155	1171033
NC_048568.1	scat_0036	NC_048568.1	40986156	42157188	1171033
NC_048568.1	scat_0037	NC_048568.1	42157189	43328221	1171033
NC_048568.1	scat_0038	NC_048568.1	43328222	44499254	1171033
NC_048568.1	scat_0039	NC_048568.1	44499255	45670287	1171033
NC_048568.1	scat_0040	NC_048568.1	45670288	46841314	1171027
NC_048569.1	scat_0001	NC_048569.1	1	1199977	1199977
NC_048569.1	scat_0002	NC_048569.1	1199978	2399954	1199977
NC_048569.1	scat_0003	NC_048569.1	2399955	3599931	1199977
NC_048569.1	scat_0004	NC_048569.1	3599932	4799908	1199977
NC_048569.1	scat_0005	NC_048569.1	4799909	5999885	1199977
NC_048569.1	scat_0006	NC_048569.1	5999886	7199862	1199977
NC_048569.1	scat_0007	NC_048569.1	7199863	8399839	1199977
NC_048569.1	scat_0008	NC_048569.1	8399840	9599816	1199977
NC_048569.1	scat_0009	NC_048569.1	9599817	10799793	1199977
NC_048569.1	scat_0010	NC_048569.1	10799794	11999770	1199977
NC_048569.1	scat_0011	NC_048569.1	11999771	13199747	1199977
NC_048569.1	scat_0012	NC_048569.1	13199748	14399724	1199977
NC_048569.1	scat_0013	NC_048569.1	14399725	15599701	1199977
NC_048569.1	scat_0014	NC_048569.1	15599702	16799678	1199977
NC_048569.1	scat_0015	NC_048569.1	16799679	17999655	1199977
NC_048569.1	scat_0016	NC_048569.1	17999656	19199632	1199977
NC_048569.1	scat_0017	NC_048569.1	19199633	20399609	1199977
NC_048569.1	scat_0018	NC_048569.1	20399610	21599586	1199977
NC_048569.1	scat_0019	NC_048569.1	21599587	22799563	1199977
NC_048569.1	scat_0020	NC_048569.1	22799564	23999540	1199977
NC_048569.1	scat_0021	NC_048569.1	23999541	25199517	1199977
NC_048569.1	scat_0022	NC_048569.1	25199518	26399494	1199977
NC_048569.1	scat_0023	NC_048569.1	26399495	27599471	1199977
NC_048569.1	scat_0024	NC_048569.1	27599472	28799448	1199977
NC_048569.1	scat_0025	NC_048569.1	28799449	29999425	1199977
NC_048569.1	scat_0026	NC_048569.1	29999426	31199402	1199977
NC_048569.1	scat_0027	NC_048569.1	31199403	32399379	1199977
NC_048569.1	scat_0028	NC_048569.1	32399380	33599356	1199977
NC_048569.1	scat_0029	NC_048569.1	33599357	34799333	1199977
NC_048569.1	scat_0030	NC_048569.1	34799334	35999310	1199977
NC_048569.1	scat_0031	NC_048569.1	35999311	37199287	1199977
NC_048569.1	scat_0032	NC_048569.1	37199288	38399264	1199977
NC_048569.1	scat_0033	NC_048569.1	38399265	39599241	1199977
NC_048569.1	scat_0034	NC_048569.1	39599242	40799218	1199977
NC_048569.1	scat_0035	NC_048569.1	40799219	41999195	1199977
NC_048569.1	scat_0036	NC_048569.1	41999196	43199172	1199977
NC_048569.1	scat_0037	NC_048569.1	43199173	44399149	1199977
NC_048569.1	scat_0038	NC_048569.1	44399150	45599126	1199977
NC_048569.1	scat_0039	NC_048569.1	45599127	46799103	1199977
NC_048569.1	scat_0040	NC_048569.1	46799104	47999080	1199977
NC_048569.1	scat_0041	NC_048569.1	47999081	49199057	1199977
NC_048569.1	scat_0042	NC_048569.1	49199058	50399034	1199977
NC_048569.1	scat_0043	NC_048569.1	50399035	51599011	1199977
NC_048569.1	scat_0044	NC_048569.1	51599012	52798988	1199977
NC_048569.1	scat_0045	NC_048569.1	52798989	53998965	1199977
NC_048569.1	scat_0046	NC_048569.1	53998966	55198942	1199977
NC_048569.1	scat_0047	NC_048569.1	55198943	56398919	1199977
NC_048569.1	scat_0048	NC_048569.1	56398920	57598896	1199977
NC_048569.1	scat_0049	NC_048569.1	57598897	58798873	1199977
NC_048569.1	scat_0050	NC_048569.1	58798874	59998850	1199977
NC_048569.1	scat_0051	NC_048569.1	59998851	61198827	1199977
NC_048569.1	scat_0052	NC_048569.1	61198828	62398804	1199977
NC_048569.1	scat_0053	NC_048569.1	62398805	63598781	1199977
NC_048569.1	scat_0054	NC_048569.1	63598782	64798758	1199977
NC_048569.1	scat_0055	NC_048569.1	64798759	65998735	1199977
NC_048569.1	scat_0056	NC_048569.1	65998736	67198712	1199977
NC_048569.1	scat_0057	NC_048569.1	67198713	68398689	1199977
NC_048569.1	scat_0058	NC_048569.1	68398690	69598666	1199977
NC_048569.1	scat_0059	NC_048569.1	69598667	70798643	1199977
NC_048569.1	scat_0060	NC_048569.1	70798644	71998620	1199977
NC_048569.1	scat_0061	NC_048569.1	71998621	73198597	1199977
NC_048569.1	scat_0062	NC_048569.1	73198598	74398574	1199977
NC_048569.1	scat_0063	NC_048569.1	74398575	75598551	1199977
NC_048569.1	scat_0064	NC_048569.1	75598552	76798528	1199977
NC_048569.1	scat_0065	NC_048569.1	76798529	77998505	1199977
NC_048569.1	scat_0066	NC_048569.1	77998506	79198482	1199977
NC_048569.1	scat_0067	NC_048569.1	79198483	80398459	1199977
NC_048569.1	scat_0068	NC_048569.1	80398460	81598436	1199977
NC_048569.1	scat_0069	NC_048569.1	81598437	82798413	1199977
NC_048569.1	scat_0070	NC_048569.1	82798414	83998390	1199977
NC_048569.1	scat_0071	NC_048569.1	83998391	85198367	1199977
NC_048569.1	scat_0072	NC_048569.1	85198368	86398344	1199977
NC_048569.1	scat_0073	NC_048569.1	86398345	87598321	1199977
NC_048569.1	scat_0074	NC_048569.1	87598322	88798298	1199977
NC_048569.1	scat_0075	NC_048569.1	88798299	89998275	1199977
NC_048569.1	scat_0076	NC_048569.1	89998276	91198252	1199977
NC_048569.1	scat_0077	NC_048569.1	91198253	92398229	1199977
NC_048569.1	scat_0078	NC_048569.1	92398230	93598206	1199977
NC_048569.1	scat_0079	NC_048569.1	93598207	94798183	1199977
NC_048569.1	scat_0080	NC_048569.1	94798184	95998160	1199977
NC_048569.1	scat_0081	NC_048569.1	95998161	97198137	1199977
NC_048569.1	scat_0082	NC_048569.1	97198138	98398114	1199977
NC_048569.1	scat_0083	NC_048569.1	98398115	99598091	1199977
NC_048569.1	scat_0084	NC_048569.1	99598092	100798064	1199973
NC_048570.1	scat_0001	NC_048570.1	1	1189375	1189375
NC_048570.1	scat_0002	NC_048570.1	1189376	2378750	1189375
NC_048570.1	scat_0003	NC_048570.1	2378751	3568125	1189375
NC_048570.1	scat_0004	NC_048570.1	3568126	4757500	1189375
NC_048570.1	scat_0005	NC_048570.1	4757501	5946875	1189375
NC_048570.1	scat_0006	NC_048570.1	5946876	7136250	1189375
NC_048570.1	scat_0007	NC_048570.1	7136251	8325625	1189375
NC_048570.1	scat_0008	NC_048570.1	8325626	9515000	1189375
NC_048570.1	scat_0009	NC_048570.1	9515001	10704375	1189375
NC_048570.1	scat_0010	NC_048570.1	10704376	11893750	1189375
NC_048570.1	scat_0011	NC_048570.1	11893751	13083125	1189375
NC_048570.1	scat_0012	NC_048570.1	13083126	14272500	1189375
NC_048570.1	scat_0013	NC_048570.1	14272501	15461875	1189375
NC_048570.1	scat_0014	NC_048570.1	15461876	16651250	1189375
NC_048570.1	scat_0015	NC_048570.1	16651251	17840625	1189375
NC_048570.1	scat_0016	NC_048570.1	17840626	19030000	1189375
NC_048570.1	scat_0017	NC_048570.1	19030001	20219375	1189375
NC_048570.1	scat_0018	NC_048570.1	20219376	21408750	1189375
NC_048570.1	scat_0019	NC_048570.1	21408751	22598125	1189375
NC_048570.1	scat_0020	NC_048570.1	22598126	23787500	1189375
NC_048570.1	scat_0021	NC_048570.1	23787501	24976875	1189375
NC_048570.1	scat_0022	NC_048570.1	24976876	26166250	1189375
NC_048570.1	scat_0023	NC_048570.1	26166251	27355625	1189375
NC_048570.1	scat_0024	NC_048570.1	27355626	28545000	1189375
NC_048570.1	scat_0025	NC_048570.1	28545001	29734375	1189375
NC_048570.1	scat_0026	NC_048570.1	29734376	30923750	1189375
NC_048570.1	scat_0027	NC_048570.1	30923751	32113125	1189375
NC_048570.1	scat_0028	NC_048570.1	32113126	33302500	1189375
NC_048570.1	scat_0029	NC_048570.1	33302501	34491875	1189375
NC_048570.1	scat_0030	NC_048570.1	34491876	35681250	1189375
NC_048570.1	scat_0031	NC_048570.1	35681251	36870625	1189375
NC_048570.1	scat_0032	NC_048570.1	36870626	38060000	1189375
NC_048570.1	scat_0033	NC_048570.1	38060001	39249375	1189375
NC_048570.1	scat_0034	NC_048570.1	39249376	40438750	1189375
NC_048570.1	scat_0035	NC_048570.1	40438751	41628125	1189375
NC_048570.1	scat_0036	NC_048570.1	41628126	42817500	1189375
NC_048570.1	scat_0037	NC_048570.1	42817501	44006875	1189375
NC_048570.1	scat_0038	NC_048570.1	44006876	45196250	1189375
NC_048570.1	scat_0039	NC_048570.1	45196251	46385625	1189375
NC_048570.1	scat_0040	NC_048570.1	46385626	47575000	1189375
NC_048570.1	scat_0041	NC_048570.1	47575001	48764375	1189375
NC_048570.1	scat_0042	NC_048570.1	48764376	49953750	1189375
NC_048570.1	scat_0043	NC_048570.1	49953751	51143125	1189375
NC_048570.1	scat_0044	NC_048570.1	51143126	52332500	1189375
NC_048570.1	scat_0045	NC_048570.1	52332501	53521875	1189375
NC_048570.1	scat_0046	NC_048570.1	53521876	54711250	1189375
NC_048570.1	scat_0047	NC_048570.1	54711251	55900625	1189375
